Region,Date,Title,Summary
Americas,6 Dec 2013,PAHO honors the memory of Nelson Mandela,"The Pan American Health Organization (PAHO) has received with sadness the news of Nelson Mandela's passing and expresses its condolences to his family and loved ones, to the people of South Africa, and to all those who admired him and followed his example.The Pan American Health Organization (PAHO) has received with sadness the news of Nelson…"
Americas,3 Dec 2013,"PAHO Director outlines principles of universal health coverage, in the first of a series of seminars","Washington, D.C., 3 December 2013 (PAHO/WHO) — The Director of the Pan American Health Organization (PAHO) outlined a set of principles, goals and requirements for advancing universal health coverage (UHC) during the first of a series of seminars that PAHO will host on this subject. In the seminar, titled ""Universal Health Coverage and Social…"
Americas,3 Dec 2013,"PAHO/WHO presents model legislation on reproductive health and healthy motherhood, with human rights focus",The Pan American Health Organization/…
Americas,26 Nov 2013,The Recife Political Declaration on Human Resources for Health,The largest ever forum focusing on health workers and global health has…
Americas,25 Nov 2013,Health sector has a key role to play in identifying and supporting women victims of violence,One in three women in the…
Americas,20 Nov 2013,Improved sanitation in the Americas needed to prevent water- and hygiene-related diseases,Experts from the Pan American Health Organization/World Health…
Americas,20 Nov 2013,PAHO/WHO and Indigenous Fund will collaborate to strengthen health policies for indigenous people in the Americas,Under a cooperation…
Americas,19 Nov 2013,Keeping men and boys safe requires attention to their special health needs,"Echoing the theme of International Men's Day 2013—""Keeping Men and Boys…"
Americas,14 Nov 2013,Half of people who have diabetes don't know it,"An estimated 371 million people around the world suffer from diabetes, but half are…"
Americas,11 Nov 2013,Global health workforce shortage to reach 12.9 million in coming decades,The world will be short of 12.9 million…
Americas,11 Nov 2013,"Most countries in the Americas have sufficient health personnel but face challenges in distribution, migration and training",About 70% of countries in the…
Americas,8 Nov 2013,PAHO Director participates in 3rd Global Forum on Human Resources for Health,"More than 1,000 delegates from around the world are participating in the Nov. 10-13 event in Recife, Brazil.Washington, D.C., 8 November 2013 (PAHO/WHO).- The director of the Pan American Health Organization/World Health Organization (PAHO/WHO), Carissa F. Etienne, is participating in the Nov. 10—13 3rd Global Forum on Human Resources for Health,…"
Americas,8 Nov 2013,3rd Global Forum on Human Resources for health is taking place in Brazil,Under the theme Human Resources for Health: foundation for Universal…
Americas,8 Nov 2013,Radiology services are critical to meeting public health needs,"Some 3.6 billion diagnostic x-rays are made each year around the world, but there is wide disparity in…"
Americas,7 Nov 2013,"Projects from Colombia, Brazil and the Dominican Republic are honored as ""Malaria Champions of the Americas 2013""","Washington, D.C., 7 November 2013 (PAHO/WHO) — Three initiatives from Colombia, Brazil and the Dominican Republic were recognized on Nov. 6 as the 2013 ""Malaria Champions of the Americas"" for being model projects that integrate malaria interventions with solutions to other health problems.The top Malaria Champion award for 2013 went to the…"
Americas,5 Nov 2013,Cancer mortality is declining in some countries of the Americas -- new PAHO/WHO report,Deaths from cancer are decreasing in some…
Americas,4 Nov 2013,PAHO to honor Malaria Champions of the Americas on 7th Annual Malaria Day in the Americas,"This year on Malaria Day in the Americas, November 6th 2013, the Pan American Health Organization will host a forum on ""Defeating Malaria in the Americas: Perspectives on Costs, Current Resources, and Essential Investments"" and an awards ceremony for the winners of the 2013 Malaria Champions of the Americas contest.What:  A Malaria Day in the…"
Americas,30 Oct 2013,PAHO Director makes first official visit to Canada,Dr. Carissa F. Etienne will travel to Canada this week for her first official visit to the country…
Americas,28 Oct 2013,Countries of the Americas choose innovative projects for the development of drugs and technologies,"Initiatives selected by consensus will represent the region at the World Health Organization Washington, D.C., 28 October 2013 (PAHO/WHO) — This October 23rd, representatives of health authorities from 19 countries in the Americas selected, by consensus, four innovative projects for research and development of medicines and other health…"
Americas,25 Oct 2013,"Experts urge more WATSAN investments to halt cholera in Haiti, prevent its spread to more countries",Although the spread of cholera in Haiti has…
Americas,24 Oct 2013,World Polio Day: PAHO calls for maintaining the high level of polio vaccine coverage in the Americas,"Washington, D.C., 24 October 2013 (PAHO/WHO) — In recognition of World Polio Day, the Pan American Health Organization/World Health Organization (PAHO/WHO) calls for maintaining high levels of polio vaccine coverage in the region and strengthening epidemiological surveillance of possible cases of acute flaccid paralysis. The last case of wild…"
Americas,23 Oct 2013,"PAHO Director highlights health inequities, at Capitol Hill briefing","During a briefing at the U.S. Capitol, PAHO Director Carissa F.…"
Americas,23 Oct 2013,Gains in tuberculosis control at risk due to 3 million missed patients and drug resistance,Tuberculosis (TB) treatment has saved…
Americas,18 Oct 2013,Girls and boys respond differently to a school-based healthy diet intervention in Argentina,A randomized controlled trial conducted with over 400…
Americas,18 Oct 2013,Stop lead poisoning in children,"On the occasion of International Lead Poisoning Prevention Week, WHO urges countries to address lead paint as a first step. 18 October 2013 | Geneva - Lead poisoning has devastating health consequences, in particular for children, with childhood lead exposure estimated to contribute to 600 000 new cases of children with intellectual…"
Americas,17 Oct 2013,Outdoor air pollution a leading environmental cause of cancer deaths,"Lyon/Geneva, 17 October 2013 (IARC) — The specialized cancer agency of the World Health Organization, the International Agency for Research on Cancer (IARC), announced today that it has classified outdoor air pollution as carcinogenic to…"
Americas,16 Oct 2013,Including People with Disabilities is a Necessity for Disaster Reduction,"The International Day for Disaster Reduction, celebrated every year…"
Americas,15 Oct 2013,PAHO Director urges partnerships to improve women's health through the use of information and communication technologies,Information and…
Americas,15 Oct 2013,School children in PAHO member countries aim to break record for handwashing,The Pan American Health Organization (PAHO) is partnering with…
Americas,10 Oct 2013,Depression and dementia are top mental disorders for people over 60,"On World Mental Health Day, PAHO/WHO urges support for community- and family-based senior care Washington, D.C., 10 October 2013 (PAHO/WHO) —  An estimated 15% of adults over 60 suffer from mental illness, and depression and dementia are the most common forms of mental illness among seniors. On World Mental Health Day, the Pan American…"
Americas,10 Oct 2013,Protecting girls' right to a life full of promise and free of violence,Studies in the Americas and around the world show that violence against…
Americas,10 Oct 2013,Universal access to eye care could prevent most blindness,"""Get your eyes tested"" is the theme of this year's World Sight Day Washington, D.C., 10 October 2013 (PAHO/WHO) - Eight in 10 cases of blindness and visual impairment could be prevented if everyone had access to comprehensive eye care, experts at the Pan American Health Organization/World Health Organization (PAHO/WHO) said on the occasion…"
Americas,8 Oct 2013,"PAHO Director cites ""a clear Pan American consensus"" in favor of universal health coverage, as 52nd Directing Council ends","""A clear Pan American consensus has emerged…"
Americas,8 Oct 2013,"As Cholera Death Toll Climbs in Post-Earthquake Haiti, New Studies Show Disease Emerging as a Driver of Progress in Public Health",The…
Americas,7 Oct 2013,Towards mercury-free health care in Argentina,…
Americas,4 Oct 2013,Kidney disease of unknown causes in agricultural communities in Central America is declared a serious public health problem,"Health authorities from throughout the Americas express concern and pledge support for research and mitigation efforts Washington, DC, 4 October 2013 (PAHO/WHO) - Ministers of health from throughout the Americas said this week that chronic kidney disease of unknown causes that has claimed thousands of lives in agricultural communities in Central…"
Americas,4 Oct 2013,Health leaders set course for Pan American health action and progress toward universal coverage,"Health authorities from North, South and…"
Americas,3 Oct 2013,Health leaders from throughout the Americas set sights on universal health coverage,Ministers of health and other high-level delegates…
Americas,3 Oct 2013,Health authorities pledge to improve access to health care for LGBT people,Health authorities from throughout the Americas…
Americas,1 Oct 2013,PAHO and OAS present drug report to health authorities of the Americas,"The Director of the Pan American Health Organization (PAHO), Dr. Carissa F. Etienne…"
Americas,1 Oct 2013,PAHO/PAHEF present 2013 Awards for Excellence in Inter-American Public Health,"La Organización Panamericana de la Salud quiere clarificar su relación con una entidad que se hace llamar a sí misma ""PAHO Foundation"" (la ""Fundación""). La Fundación estuvo…"
Americas,30 Sep 2013,"'People in the Americas are healthier and stronger' thanks to Pan American cooperation in health, says PAHO Director",Pan American…
Americas,27 Sep 2013,"Elimination of dog-transmitted human rabies in the Americas by 2015 is within reach, experts say",Most countries in the Western Hemisphere have succeeded in…
Americas,27 Sep 2013,Mexican Researcher Francisco Becerra Posada Is PAHO's New Assistant Director,The Mexican researcher Francisco Becerra Posada was appointed new…
Americas,26 Sep 2013,Ministers of health convene to set priorities for Pan American health cooperation,Ministers of health from throughout the Americas…
Americas,23 Sep 2013,PAHO participates in civil society dialogue on regional recommendations for the post-2015 development agenda,During a special event held in…
Americas,20 Sep 2013,"PAHO to partner with District of Columbia, U.S. Park Service, and APHA for health and well-being","The Pan American Health Organization (PAHO), the District…"
Americas,20 Sep 2013,Governments to agree increased focus on people with disabilities in development strategies,The World Health Organization welcomes the forthcoming…
Americas,19 Sep 2013,"Experiences, Lessons Learned and Perspectives","Experiences, Lessons Learned, and Perspectives takes place this week in Bogota, Colombia,…"
Americas,18 Sep 2013,"Partnering for a healthy Washington, D.C., and beyond","In observance of Wellness Week 2013, public health experts will highlight efforts to make…"
Americas,17 Sep 2013,PAHO/WHO advances new model for integrated care of noncommunicable diseases,A new report from the Pan American Health Organization / World…
Americas,16 Sep 2013,PAHO/WHO to collaborate with community organizations to reduce cardiovascular disease,Leaders of community organizations from throughout the…
Americas,16 Sep 2013,"Director visits Haiti, a PAHO priority country",PAHO Director Carissa F. Etienne is in Haiti this week to discuss technical cooperation priorities…
Americas,16 Sep 2013,Experts stress importance of PAHO role in advancing universal health coverage in the Americas,Health experts met this week at the…
Americas,12 Sep 2013,Experts to debate strategies for advancing universal health coverage in the Americas,Health experts from the Americas and worldwide are…
Americas,10 Sep 2013,26 Governments Sign 'Declaration of Panama' to Eliminate Health Inequalities in Latin America & Caribbean,"Ending preventable child and maternal deaths priority at High-level Regional Conference PANAMA CITY, Sept. 10, 2013  — At the Promise Renewed for the Americas conference today, 26 Ministers of Health from Latin America and the Caribbean and seven international partners signed the Declaration of Panama pledge to end all preventable child and…"
Americas,10 Sep 2013,PAHO/WHO calls for innovative projects to develop medicines and technologies in the Americas,"All countries and sectors have until 30 September to submit their ideas. In October, a project will be selected to represent the region before the WHO.…"
Americas,6 Sep 2013,"Suicide claims more than 60,000 lives yearly in the Americas",Stigma against people with mental illnesses or suicidal behavior is a major…
Americas,4 Sep 2013,"PAHO/WHO awards grants for research on universal health coverage in Brazil, Chile, and Trinidad & Tobago",Four research proposals related to the…
Americas,29 Aug 2013,Human rights education can empower health providers to protect and promote patients rights,"Pilot studies in El Salvador and Nicaragua show positive impact on new health professionals' confidence in their abilities to promote change Washington, D.C., 29 August 2013 (PAHO/WHO) — A special report published in the latest issue of the Pan American Journal of Public Health shows that health care professionals can be empowered through human…"
Americas,27 Aug 2013,International partners seek to reduce inequities that lead to maternal and child deaths in the Americas,"Panama/Washington, D.C., 27 August 2013 — Countries in Latin America and the Caribbean have reduced maternal and child mortality significantly over the past two decades. But many mothers and children continue to die from preventable causes, particularly in low-income and marginalized populations.…"
Americas,27 Aug 2013,New PAHO manual provides guidance on radiation shielding in clinics and small hospitals,"Washington, D.C., 27 August 2013 ? The Pan American Health Organization (PAHO), in collaboration with Rotary International District 6440, has published a new online manual, Radiation Shielding for Clinics and Small Hospitals. Radiological safety depends on strict work habits, protective measures, and adequate shielding in medical facilities. This…"
Americas,19 Aug 2013,World Humanitarian Day - 19 August,The Pan American Health Organization/World Health Organization (PAHO/WHO) joins the celebration of World Humanitarian Day…
Americas,19 Aug 2013,"Humanitarian emergencies, an opportunity for fresh start in providing sustainable, long-term mental health services",Humanitarian…
Americas,15 Aug 2013,PAHO/WHO supports Honduras in responding to dengue,"The Pan American Health Organization/World Health Organization (PAHO/WHO), through…"
Americas,14 Aug 2013,Health research is essential for progress towards universal health coverage,"At the launch of the World Health Report 2013, the…"
Americas,8 Aug 2013,PAHO/WHO seeks to guarantee the right to sexual health and reproductive rights of indigenous youth,Indigenous youth begin to be sexually active…
Americas,6 Aug 2013,WHO releases guidance on mental health care after trauma,The World Health Organization is releasing new clinical protocols and guidelines to…
Americas,5 Aug 2013,Improved influenza surveillance and continued vaccination are needed to protect older adults in the Americas,"Nine out of 10 deaths from seasonal flu occur in people 65 and older, the fastest-growing age group in Latin AmericaWashington, D.C., 5 August 2013 (PAHO/WHO) — A special report published in the latest issue of the Pan American Journal of Public Health calls for better influenza surveillance and continued vaccination of people aged 65 and over in…"
Americas,2 Aug 2013,Protecting breastfeeding in Peru,"During the 1990s, the rate of exclusive breastfeeding nearly tripled, but in recent years, progress…"
Americas,1 Aug 2013,PAHO/WHO Offers Fifteen Free Courses through the Virtual Campus for Public Health,"Diabetes, health and human rights, and risk…"
Americas,31 Jul 2013,PAHO Director Carissa F. Etienne makes first official visit to Chile,"The Director of the Pan American Health Organization (PAHO), Dr. Carissa F.…"
Americas,30 Jul 2013,PAHO Director meets with Honduran Ambassador to the OAS,"The Director of the Pan American Health Organization (PAHO), Carissa F. Etienne,…"
Americas,30 Jul 2013,"PAHO, OAS urge public health approach to drug problems in the Americas","The Director of the Pan American Health Organization (PAHO), Dr. Carissa F.…"
Americas,29 Jul 2013,Colombia is first country in the world to eliminate river blindness,"PAHO/WHO verifies elimination of the disease, congratulates Colombia for its achievement Bogotá / Washington DC, 29 July 2013 (PAHO/WHO) — Colombia has been verified by the World Health Organization (WHO) as having eliminated onchocerciasis (known as ""river blindness""), thus becoming the first country in the world to achieve this goal. In an…"
Americas,26 Jul 2013,An educational video game on dengue,"Created by PAHO/WHO and the Ministry of Health of Costa Rica, the game aims at increasing awareness on dengue and other vector-borne diseases, in addition to promoting community actions to keep the environment free of breeding sites San José, Costa Rica, 26 July 2013 (PAHO/WHO) - The Pan American Health Organization/World Health Organization (…"
Americas,25 Jul 2013,Jon Secada and PAHO/WHO team up for hepatitis awareness,"The Cuban-American singer, two-time Grammy award-winner Jon Secada, whose…"
Americas,24 Jul 2013,Viral Hepatitis: Global Policy Report on Prevention and Control,The World Health Organization (WHO) has launched the Global…
Americas,23 Jul 2013,Hepatitis is a silent epidemic that kills two people per minute throughout the world,Viral hepatitis affects some 424 million people…
Americas,22 Jul 2013,PAHO/WHO announces winners of the PAHO-Ibero-American Cochrane Network Awards,"Researchers from Colombia and Peru will be honored for work on noncommunicable diseases at September 2013 Cochrane Colloquium Washington, D.C., 22 July 2013 (PAHO/WHO) - Researchers from Colombia and Peru have been selected as winners of the 2013 PAHO-Ibero-American Cochrane Network Award, whose theme was ""Prevention of chronic noncommunicable…"
Americas,19 Jul 2013,Guatemala and PAHO/WHO Sign Cooperation Strategy,"Guatemala City, July 19, 2013. The President of Guatemala, Otto Pérez Molina, and the Director of the Pan American Health Organization/World Health Organization (PAHO/WHO), Dr. Carissa F. Etienne, have signed the Country Cooperation Strategy (CCS) for the period 2013-2017.  According to Dr. Guadalupe Verdejo, PAHO/WHO representative in…"
Americas,18 Jul 2013,Guatemala among Most Advanced Countries in Implementation of Networks of Breast-milk Banks,"Sacatepéquez, Guatemala, July 18, 2013 (PAHO/WHO) - Guatemala is one of the most advanced countries in Latin America in the implementation of networks of breast- milk banks. This initiative, supported by the Pan American Health Organization/World Health Organization (PAHO/WHO), seeks to reduce neonatal infant mortality and child malnutrition by…"
Americas,18 Jul 2013,"HPV vaccine could also prevent oropharyngeal cancer, says IARC","Lyon, France, 18 July 2013(IARC-WHO)- A new study by the International Agency for Research on Cancer (IARC), in partnership with Costa Rican investigators and the United States National Cancer Institute (NCI), shows for the first time that the vaccine against human papillomavirus (HPV) types 16 and 18, which is used to prevent cervical cancer,…"
Americas,17 Jul 2013,Emergency Committee advises on MERS-CoV,17 July 2013 (WHO)—An Emergency Committee convened by WHO's Director-General under the International Health Regulations (IHR) to assess the Middle East Respiratory Syndrome coronavirus (MERS-CoV) situation today unanimously decided that conditions for a public health emergency of international concern have not yet been met. Director-General Dr.…
Americas,17 Jul 2013,PAHO/WHO Celebrates Implementation of New Tobacco Control Legislation in Jamaica,"The new law bans smoking in enclosed, public, and work places,…"
Americas,16 Jul 2013,"""Be Brave not Violent"" campaign calls young people to be become part of the solution to end violence against women",MTV Latin America and the United Nations Secretary…
Americas,10 Jul 2013,Panama's ban on tobacco advertising protects people's health,"Panama has successfully banned all advertising, promotion and sponsorship of tobacco products and…"
Americas,9 Jul 2013,One Third of World's Population Benefits from an Effective Tobacco Control Measure,"At 2.3 billion, the number of people worldwide covered by…"
Americas,28 Jun 2013,USAID and World Vision join coalition to eliminate cholera from Haiti and the Dominican Republic,"Alliance of 20 organizations is mobilizing resources to support government efforts to eliminate cholera by 2022 Washington, D.C., 28 June 2013 (PAHO/WHO) — The United States Agency for International Development (USAID) and World Vision today became the newest members of the Regional Coalition on Water and Sanitation to Eliminate Cholera in…"
Americas,27 Jun 2013,PAHO Recommends Family Emergency Plan for Hurricane Season,"Proper preparedness can reduce the impact of hurricanes on health and life Washington, DC, June 27, 2013 (PAHO / WHO) - Washington, D.C., June 27, 2013 (PAHO/WHO) — As the hurricane and rainy seasons begin, the Pan American Health Organization/World Health Organization (PAHO/WHO) is recommending that the population and health services make…"
Americas,25 Jun 2013,PAHO Launches Online Courses to Train Health Personnel in the Detection and Management of Problems Related to the Use of Alcohol and Other Drugs,…
Americas,25 Jun 2013,"PAHO Director welcomes new Lancet Global Health journal, launched today","Washington, D.C. 25 June 2013 (PAHO/WHO) — The Director of the Pan American Health Organization/World Health Organization (PAHO/WHO) today welcomed the launch of the newest Lancet journal, The Lancet Global Health, saying it ""is a welcome development for all of us in the global health community."" Her comments were published in a blog accompanying…"
Americas,21 Jun 2013,PAHO Executive Committee concluded its deliberations with the approval of several resolutions,"Washington, DC, June 21 2013 (PAHO/WHO) — The Executive Committee of the Pan American Health Organization (PAHO) finished its 152th session at the headquarters of the Regional Office for the Americas of the World Health Organization (WHO), with the approval of several resolutions that will be discussed in September by all health ministers from the…"
Americas,20 Jun 2013,WHO report highlights violence against women as a 'global health problem of epidemic proportions',"Intimate partner violence affects nearly  30 percent of women in the Americas 20 June 2013 | Geneva - Physical or sexual violence is a public health problem that affects more than one third of all women globally, according to a new report released by WHO in partnership with the London School of Hygiene & Tropical Medicine and the South…"
Americas,13 Jun 2013,Director of PAHO launches regional celebration of World Blood Donor Day in Jamaica,"Washington, D.C.,  13 June 2020 (PAHO/WHO) - The Director of the Pan American Health Organization (PAHO), Carissa F. Etienne, will make her first official visit to Jamaica on June 13-14 to attend the regional celebration of the World Blood Donor Day that this year is being held in Kingston, Jamaica.  The PAHO Director will assist…"
Americas,13 Jun 2013,PAHO/WHO urges countries of the Americas to work toward 100% voluntary altruistic blood donation,"In Latin America and the Caribbean, only…"
Americas,12 Jun 2013,OAS Ambassadors received report from PAHO Director on next 152th Executive Committee session,Ambassadors to the Organization of…
Americas,11 Jun 2013,PAHO welcomes countries' commitment to eliminate 12 neglected diseases from the Americas by 2015,"At OAS General Assembly, Member States adopt a resolution that supports the fight against poverty-related diseases Washington, D.C., 10 June 2013 (PAHO/WHO) — The Pan American Health Organization (PAHO) today welcomed a new commitment by countries of the Americas to strengthen the fight against neglected infectious diseases, as expressed in a…"
Americas,7 Jun 2013,PAHO/WHO honors efforts to improve gender equity in health in Latin America,An Ecuadorian initiative that saves maternal lives by integrating…
Americas,4 Jun 2013,Health authorities exchange information to ensure drug safety in the Americas,"Using a virtual platform promoted by PAHO/WHO, they are monitoring quality and generating alerts when faced with irregular situations or supply problems Washington, D.C., 4 June 2013 (PAHO) - Drug regulatory agencies and ministries of health in the Americas are collaborating to strengthen drug safety and management in the Region, by exchanging…"
Americas,31 May 2013,"PAHO, Spain strengthen joint efforts to improve health systems in Latin America","Memorandum of understanding seeks to improve health system performance with a focus on gender and universal access Washington, D.C., 31 May 2013 (PAHO/WHO) - The Pan American Health Organization/World Health Organization (PAHO/WHO) and the Government of Spain today signed a memorandum of understanding for US$5.7 million to strengthen health…"
Americas,31 May 2013,$29.1 million pledged to support cholera elimination in Haiti and the Dominican Republic,"PAHO/WHO and partners say more support is needed to save lives, prevent cholera's spread Washington, D.C., 31 May 2013 (PAHO/WHO) — Members of an international coalition today announced new financial support for efforts to eliminate cholera from Haiti and the Dominican Republic, through major investments in water and sanitation and health systems…"
Americas,31 May 2013,"PAHO/WHO urges total bans on tobacco advertising, promotion and sponsorship in the Americas","Washington, D.C., 31 May 2013 (PAHO/WHO) — On World No Tobacco Day, May 31, the Pan American Health Organization/World Health Organization (PAHO/WHO) is calling on countries throughout the Americas to ban tobacco advertising, promotion and sponsorship. Such bans are one of the most effective ways to reduce consumption of tobacco, which kills some…"
Americas,28 May 2013,Preventing cervical cancer in Argentina,"Whether or not a child gets vaccinated has nothing to do with socio-economic status in Argentina. Health centres right across the country provide all children free and compulsory vaccines against 15 diseases — 16 for girls. 28 May 2013 (PAHO/WHO)-- In Argentina, the WHO-recommended human papillomavirus (HPV) vaccine is given to all girls at 11…"
Americas,28 May 2013,PAHO/WHO honors individuals and institutions for tobacco control contributions,"Winners are from Canada, Chile, Costa Rica, Guatemala and Suriname Washington, D.C., 28 May 2013 (PAHO/WHO) — Health officials, researchers and a legislative body from Canada, Chile, Costa Rica, Guatemala and Suriname will be honored by the Pan American Health Organization/World Health Organization (PAHO/WHO) for their contributions to advancing…"
Americas,23 May 2013,Study finds one-third of births in Paraguay are unplanned,"Results published in the Pan American Journal of Public Health show that pregnancies increased, despite wider use of contraception Washington, D.C., 23 May 2013 (PAHO/WHO) — Despite improvements in women's level of schooling, increasing access to paid employment, growing use of contraceptive methods, and reductions in fertility, in 2008, 33% of…"
Americas,22 May 2013,PAHO deputy director describes health progress in the Americas at OAS,"Deputy Director Jon K. Andrus today presented the 2008-2012 Quinquennial Report of the Director of the Pan American Health Organization (PAHO) to the Permanent Council of the Organization of American States (OAS).  The report, published last year, describes major public health achievements in the Americas during the... Washington, D.C., 22…"
Americas,17 May 2013,Lowering salt intake prevents hypertension and cuts risks of heart attacks and stroke by 25%,"Salt is the leading risk factor for hypertension, which affects nearly one in three people in the Americas Washington, D.C., 17 May 2013 — At least 30% of people in the Americas suffer from hypertension, or high blood pressure, for which excessive dietary salt is the main risk factor. For 1 of 3 people who have hypertension, cutting sodium intake…"
Americas,16 May 2013,"Stigma and discrimination jeopardize the health of lesbians, gays, bisexuals, and transgender people","PAHO/WHO calls for equitable access to care and respectful treatment for LGBTs in health services Washington DC, 16 May 2013 (PAHO/OMS) — Prejudice, indifference, hatred, and discrimination all have negative effects on the health of lesbians, gays, bisexuals, and transgender people (LGBTs) in the Americas and hinder their access to health…"
Americas,15 May 2013,Narrowing health gap between the richest and poorest countries,"15 May 2013 | Geneva - The world has made dramatic progress in improving health in the poorest countries and narrowing the gaps between countries with the best and worst health status in the past two decades, according to the World Health Statistics 2013. The WHO annual statistics report highlights how efforts to meet the Millennium Development…"
Americas,15 May 2013,"PAHO/WHO initiative helps prevent the onset of adolescent drug use in Bolivia, Colombia, Ecuador, and Peru","The ""Strengthening…"
Americas,10 May 2013,PAHO/WHO to support Guyana and Suriname in studies of resistance to artemisinin-based combination therapy (ACT),"Guyana and Suriname have announced they will carry out new studies to confirm whether anti-malarial treatments are losing their effectiveness in their populations, as suggested by preliminary data collected by the two countries.…"
Americas,9 May 2013,"Over 23,500 pedestrians are killed yearly in Latin America and the Caribbean","More than 23,500 pedestrians were killed on the roads in…"
Americas,6 May 2013,"Hospitals throughout the Americas Invite Patients, Family Members to Help Promote Clean Care","More than 4,600 health facilities are participants in PAHO/WHO's ""Save lives: clean your hands"" campaign Washington, D.C., 6 May 2013 (PAHO/WHO) — Nearly 1,200 hospitals and other health facilities in Latin America and the Caribbean and more than 3,400 in North America are calling on patients and family members to join healthcare workers in…"
Americas,1 May 2013,"Health-not market interests-should drive nutrition and agriculture policies, says report",A special report published in the latest issue of the Pan American…
Americas,30 Apr 2013,Extended deadline for photography and video contest on complementary child feeding,"Washington, D.C., 30 April 2013 (PAHO/WHO) - The deadline to participate in the Pan American Health Organization/World Health Organization´s contest for the best photographs and videos that demonstrate complementary child feeding in the Americas from 6 months to 2 years has been extended to May 31. The contest, whose main objective is to draw…"
Americas,29 Apr 2013,PAHO/WHO estimates 770 new cases daily of people with occupational diseases in the Americas,Some 770 people fall ill with an…
Americas,27 Apr 2013,"Vaccination, maternal-child health and cholera are top priorities for PAHO/WHO technical cooperation in Haiti","Port-of-Prince, Haiti, 27 April 2012 (PAHO/WHO) - In her first official visit to Haiti, on the eve of the launch of the 11th Vaccination Week in the Americas, PAHO Director Carissa F. Etienee met with First Lady Sophia Martelly and Minister of Health Florence Guillaume of Haiti to analyze technical cooperation priorities in the country…"
Americas,26 Apr 2013,PAHO/WHO Revolving Fund helps countries provide free vaccines during Vaccination Week in the Americas,"Washington, D.C., 26 April 2013 (PAHO/WHO) — Countries and territories participating in this year's Vaccination Week in the Americas obtained most of their vaccines through the Pan American Health Organization/World Health Organization (PAHO/WHO) Revolving Fund, a cooperation mechanism that facilitates bulk purchases of vaccines and immunization…"
Americas,24 Apr 2013,Belize and Guatemala jointly launch Vaccination Week in the Americas 2013,Top health authorities from Belize and Guatemala joined the director of the Pan…
Americas,23 Apr 2013,PAHO/WHO offers virtual seminars on occupational diseases,"In observance of the World Day for Safety and Health at Work, 28 April, the Pan American…"
Americas,23 Apr 2013,Dr. Etienne is in Belize for the regional launch of the 11th annual Vaccination Week,Dr. Carissa F. Etienne is in Belize for the regional…
Americas,23 Apr 2013,OAS ambassador says Spain remains committed to PAHO/WHO and health in Latin America,"Ambassador Jorge Hevia, Spain's permanent observer…"
Americas,22 Apr 2013,PAHO/WHO launches Vaccination Week in the Americas in Adjacency Zone between Benque Viejo and Melchor de Mencos,The Pan American Health Organization/World Health…
Americas,19 Apr 2013,New vaccine protects Haitian children from five diseases,"Jean-Pierre knows that vaccinating his daughter, Isabel, is one of the best gifts he can…"
Americas,18 Apr 2013,11th Vaccination Week in the Americas seeks to protect 44 million people in 44 countries and territories against dangerous diseases,"The year's slogan, ""Vaccination: a shared responsibility,"" highlights the importance of governments, health workers, communities and families doing their part to support immunization. Washington, D.C., 18 April 2013 (PAHO/WHO) — Health workers and volunteers throughout the hemisphere are gearing up for the 11th annual Vaccination Week in the…"
Americas,18 Apr 2013,Peru's first lady discusses cooperation with PAHO on health priorities,"First Lady Nadine Heredia of Peru met with Carissa F. Etienne, director…"
Americas,15 Apr 2013,Cochrane Collaboration aspires to inform policymakers worldwide,"The Cochrane Collaboration, a nonprofit organization that conducts systematic reviews of…"
Americas,15 Apr 2013,"In Mexico visit, PAHO Director will speak on 'health in all policies'","Mexico City, 15 April 2013 (PAHO/WHO) - During her first official visit to Mexico, the director of the Pan American Health Organization (PAHO), Carissa F. Etienne, will speak about the importance of ""health in all policies"" in a seminar at Mexico's Secretariat of Health in Mexico City. During her two-day visit, she will also visit Mexico state to…"
Americas,12 Apr 2013,New plan to address pneumonia and diarrhoea could save 2 million children a year,A new Global Action Plan launched today by the World Health Organization (WHO) and…
Americas,12 Apr 2013,PAHO supports global efforts to eradicate polio,Immunization experts from the Pan American Health Organization / World Health Organization (PAHO/WHO)…
Americas,12 Apr 2013,PAHO/WHO offers virtual course on primary health care and management of pharmaceutical services,The Pan American Health Organization/World Health…
Americas,8 Apr 2013,"Caribbean subregional managers' meeting opens in Bridgetown, Barbados",The 2013 meeting of PAHO's Caribbean subregional managers opened April 8 at…
Americas,8 Apr 2013,PAHO Director to meet with government leaders in Barbados,PAHO Director Carissa F. Etienne is in Barbados this week (April 8—12) for her first…
Americas,4 Apr 2013,"World Health Day: In the Americas, one in three adults has hypertension, the leading risk factor for death from cardiovascular disease","PAHO/WHO urges individuals to ""know your numbers"" and health providers to take every opportunity to measure patients' blood pressure Washington, D.C., 4 April 2013 (PAHO/WHO) — At least one in three adults in the Americas has high blood pressure, or hypertension, the number-one risk factor cardiovascular disease and death throughout the world.…"
Americas,3 Apr 2013,"World Health Day 2013: measure your blood pressure, reduce your risk","3 April 2013 | Geneva - To mark World Health Day on 7 April, WHO is calling for intensified efforts to prevent and control hypertension, also known as high blood pressure. Worldwide, high blood pressure is estimated to affect more than one in three adults aged 25 and over, or about one billion people. Hypertension is one of the most important…"
